cust_id,cust_name,dob,gender,account_no,account_type,branch_code,balance,currency,txn_id,txn_amount,txn_type,txn_date,loan_id,loan_amount,loan_status,interest_rate,credit_score,email,city,state,country
1639,Alice,05-29-21,,37640477,current,BR02,-634.2092161,,877766,16559.2909,credit,05-26-23,5415,439698.4967,,7.112850376,590,test@gmail.com,Mumbai,,
1550,,06-17-20,Female,51537804,SAV,,47303.64407,,418174,19116.00454,CR,11-21-20,6909,243859.4342,,9.825055914,302,test@gmail.com,Mumbai,DL,
1337,Alice,08-10-23,Female,55145249,SAV,,67377.59327,INR,641797,36674.5644,debit,09-19-21,5915,315318.0953,active,8.411027138,379,test@gmail.com,Delhi,,USA
1871,NULL,06-16-21,Female,51682179,saving,,21492.75234,,168653,12941.79986,credit,09-23-21,8958,39759.85665,active,10.41595463,442,,,,USA
1640,John ,07-15-23,Female,39754469,saving,,27315.94506,,792289,16587.64072,debit,12-08-20,8122,244019.1121,,11.75189416,840,invalid,Pune,,
1778,Sneha,10-29-23,Female,57384057,,,59431.97981,INR,491770,12571.42813,DR,08-24-21,5080,77407.87744,closed,11.33312174,306,invalid,Delhi,,
1987,,12-20-22,F,35698550,current,BR02,89283.20581,USD,366186,12040.43092,debit,08-19-22,7083,184821.5588,active,9.624902104,346,test@gmail.com,Mumbai,,
1952,John ,07-04-20,M,30729471,saving,BR02,80042.06413,,293646,21556.79461,CR,12-21-22,6090,164652.6564,,10.56052424,447,test@gmail.com,Mumbai,DL,India
1472,John ,02-28-21,Male,64148890,saving,,56228.67301,USD,399345,38527.96667,,10-04-22,7688,211770.2886,active,7.84856131,896,test@gmail.com,Delhi,,
1945,John ,04-13-21,M,12592536,current,,71673.28036,,847642,11706.09872,CR,12-14-23,7929,285818.309,closed,5.24240259,396,,Pune,DL,India
1150,Bob,02-24-23,Female,54918675,,,33306.35937,,638304,21455.28323,debit,04-09-21,6690,451438.3235,active,11.25019454,824,,,,
1414,Sneha,02-23-20,F,75532833,saving,,62301.38045,INR,387166,30243.63953,credit,01-17-23,5756,197242.3157,,7.525685591,826,invalid,,DL,India
1989,Rahul,07-14-23,,82613245,,BR02,43949.06707,,856322,6166.366778,DR,12-21-21,7670,490565.5979,,11.6895371,544,invalid,Pune,MH,India
1297,Sneha,11-14-23,F,27296381,CUR,,14943.29433,USD,652226,6651.368294,,10-27-22,8751,379514.024,,12.470085,870,test@gmail.com,,,
1610,Bob,02-27-23,Female,64745732,,BR02,68682.51876,INR,274750,46004.78762,credit,11-10-22,8552,255740.5234,closed,14.15927746,261,,Mumbai,MH,
1262,Rahul,01-21-20,F,30218082,SAV,BR01,53428.78692,,360710,33412.0744,credit,02-12-22,5467,322013.2186,closed,14.58122795,582,,Mumbai,,India
1763,Sneha,07-23-23,F,71963740,SAV,,32655.26611,,332320,24631.20057,CR,06-25-23,6165,51112.08557,,5.105260463,469,,Mumbai,MH,
1143,John ,02-14-23,Female,75454344,,BR02,90690.61496,,948152,28863.20327,debit,05-14-22,7403,422260.7657,,14.90374209,647,invalid,Mumbai,DL,
1345,,12-26-21,F,38190067,SAV,BR02,-2801.917628,,467658,-8242.033414,CR,04-24-23,7756,291178.7275,closed,11.83018318,591,,Pune,,USA
1623,Rahul,04-09-22,Male,61359205,CUR,,28156.18088,INR,812165,27086.17793,debit,04-24-20,6494,493033.7401,closed,11.4352416,761,invalid,,,
1571,NULL,04-15-22,Male,50990129,current,,972.5467667,USD,757346,20570.53239,CR,04-27-21,6644,318214.3719,closed,5.152130952,421,test@gmail.com,,MH,
1880,NULL,12-27-22,F,83007749,SAV,BR02,75485.3682,,176478,22744.98079,credit,06-16-23,6019,417055.7916,,13.61233412,717,,Delhi,DL,India
1001,Alice,05-17-22,,51156155,SAV,,68721.28268,INR,505377,11565.42961,DR,04-23-20,8959,399881.3714,closed,6.454914472,415,test@gmail.com,Pune,,
1896,Rahul,07-13-23,Female,17946155,,,29791.98297,USD,227101,-5111.566137,debit,02-18-21,6614,172730.5757,,13.37330154,419,test@gmail.com,,,
1303,,06-02-21,Male,92959736,CUR,,65944.60473,,456843,1600.354017,,10-17-21,5901,129805.3126,,5.155625463,813,,,MH,USA
1253,Bob,06-13-22,,20384778,current,,36573.40875,USD,816284,47044.68279,,07-09-22,5672,215246.7917,closed,11.45964262,761,,Delhi,,USA
1651,John ,01-25-21,F,49242670,,,74406.6481,USD,594527,14521.97374,credit,02-13-23,5438,233620.6722,,9.348015338,438,,Mumbai,DL,India
1452,Alice,01-02-23,,16703560,,BR02,42689.28459,INR,461417,18000.98935,CR,01-15-22,7578,120042.351,active,7.007667291,369,invalid,,DL,India
1036,NULL,02-13-22,M,70336852,CUR,,38289.37142,USD,829668,-6837.412609,CR,11-27-20,5126,447298.9367,,6.075613918,354,test@gmail.com,Mumbai,DL,USA
1159,Bob,02-16-22,Male,28562775,current,BR01,93146.64113,INR,856488,-7746.026227,credit,02-23-20,7252,271273.9312,,9.401276965,290,invalid,Delhi,DL,USA
1008,Bob,04-13-20,F,39012949,CUR,BR01,21342.30549,,688033,33030.88682,,10-28-20,7076,489222.1961,active,6.233058053,570,,,MH,
1232,John ,01-05-20,Female,77642498,current,,7646.9707,USD,232283,22285.67985,,08-30-23,5444,405008.889,,9.864466117,584,invalid,Mumbai,,
1098,Rahul,01-18-23,F,30709963,CUR,,56377.02689,USD,493445,20522.35905,CR,03-20-20,5965,277852.4302,closed,11.25217059,409,,Pune,MH,India
1658,NULL,12-03-20,Female,85211737,,,96778.79029,,481116,4587.471825,debit,11-11-23,8790,473520.1391,closed,13.27384194,513,,Mumbai,MH,India
1815,,06-15-21,F,92434203,,BR02,34673.11744,,541758,34685.0439,DR,05-14-21,5463,252437.4075,active,11.78649437,779,,Mumbai,DL,
1207,Bob,05-08-21,,67888503,saving,BR01,1513.860181,,201489,94.19474651,debit,04-13-20,8351,443553.2563,closed,5.651997667,726,test@gmail.com,Mumbai,,
1130,John ,05-02-23,,39581501,SAV,,30627.05307,,656107,1396.08462,,11-29-21,7198,179072.3906,,8.074325325,601,test@gmail.com,Mumbai,DL,India
1403,,10-27-21,,11406368,CUR,BR02,48122.8237,,147779,17642.73028,debit,04-21-23,7287,189321.1917,active,7.879786079,794,test@gmail.com,Pune,,USA
1151,Rahul,11-17-20,M,69565730,saving,BR01,12001.9157,INR,837781,7176.791727,DR,04-04-21,7313,209065.3415,,14.15032423,459,invalid,Delhi,MH,USA
1053,NULL,07-05-21,Female,82894131,SAV,,64100.7329,INR,454388,4847.778874,debit,04-12-22,8765,273312.823,,13.67782044,745,test@gmail.com,Mumbai,DL,
1119,Rahul,09-03-23,,28001960,CUR,BR02,99763.68585,USD,689872,28714.25867,debit,09-16-20,8176,276745.1351,,8.701479184,631,,Mumbai,DL,India
1672,Bob,09-18-22,M,99856306,current,BR01,42432.64498,USD,513166,29058.30471,debit,08-16-23,8504,248199.4608,closed,5.711552559,730,,,MH,
1919,,12-29-23,Female,65194542,SAV,BR02,32246.49846,USD,770533,39471.02419,debit,04-19-23,5912,153000.4868,closed,13.94107318,254,test@gmail.com,,DL,USA
1627,,06-16-20,F,26150865,,BR01,37073.93752,USD,348815,15062.51402,credit,10-10-20,5496,463603.2324,,13.88189953,283,invalid,Pune,,
1586,,06-30-22,M,96017098,saving,BR01,7090.348731,INR,944464,-5614.894538,,05-21-21,6463,294293.0487,,13.54746132,394,,Pune,,
1624,Bob,09-14-22,Male,73349631,SAV,,87743.72815,,477218,6419.983095,DR,12-12-20,6771,203869.6081,,13.45081638,600,test@gmail.com,Pune,,USA
1967,Bob,11-06-23,M,47043861,SAV,BR02,38556.69383,USD,461417,48800.32779,,05-08-22,7732,325588.4804,,9.802540011,832,test@gmail.com,,,
1419,Rahul,12-09-20,M,92974992,,,35663.8132,,914468,25775.51451,credit,07-21-20,5157,383983.3789,active,6.774316522,714,,Mumbai,DL,
1421,Alice,11-11-23,Female,20897034,CUR,,64267.47866,USD,354957,32584.22509,credit,09-13-22,5171,480364.0441,,9.774880505,597,test@gmail.com,,,USA
1103,Rahul,03-19-20,F,54474126,current,,41413.5092,,695644,-9558.530222,credit,06-08-21,5493,249774.5811,closed,9.945977707,374,invalid,Delhi,DL,India
1851,NULL,11-04-20,Male,27071962,,BR01,63064.51422,USD,245364,21092.34393,credit,01-12-24,5969,56049.25518,active,9.899317532,520,,Pune,,
1253,John ,11-24-23,,49265186,current,,1451.860464,USD,627340,-7748.280548,debit,12-12-22,6334,220382.9007,,10.38772586,606,,Pune,DL,
1226,,11-04-23,,15432019,CUR,BR02,80440.95109,USD,406521,24153.81273,,12-30-21,6426,239485.2807,active,7.57657023,776,,Pune,,
1111,Alice,05-14-21,M,98238972,SAV,,93752.91505,INR,298910,45246.25098,CR,09-09-22,6692,448497.0391,,8.662411811,747,,Delhi,MH,
1509,John ,12-05-20,Female,95588239,current,,63120.36555,,429963,48105.14783,DR,04-02-21,6793,197400.3842,active,9.34186592,402,test@gmail.com,Mumbai,,
1472,Alice,01-20-23,Female,64089633,saving,,95229.42253,USD,246692,22433.16052,credit,01-31-21,7723,476662.1324,active,6.311212095,302,test@gmail.com,Mumbai,MH,
1098,Sneha,06-21-21,,64133825,saving,,10900.39301,USD,130461,17492.28832,,05-09-20,5658,242565.9539,,9.553641346,398,invalid,Mumbai,MH,USA
1152,Rahul,04-04-20,Male,20392034,,,45128.6999,,907182,46701.02565,credit,12-12-22,7950,486890.2505,closed,13.10469617,752,,Pune,MH,
1860,Bob,02-05-20,F,26394487,CUR,BR01,58189.70706,,109472,30416.58992,credit,09-30-20,5665,4099.160565,closed,13.28059543,699,,Mumbai,,India
1913,,06-05-20,Male,40671003,,BR01,56082.34798,USD,955695,-6106.043228,credit,03-09-21,8534,449407.6874,closed,9.115637719,468,test@gmail.com,,,
1895,Rahul,01-29-20,F,90021414,,,37153.4868,,212036,17943.53466,credit,07-03-20,5366,465560.226,active,10.18808312,874,,Pune,,
1877,John ,08-07-22,,56737861,,BR01,30498.86298,,288674,4414.701108,credit,04-13-20,5549,480510.4679,,5.336503321,526,test@gmail.com,Delhi,DL,
1337,Sneha,05-12-21,F,61484872,saving,,8316.522368,INR,387667,18188.25929,DR,06-26-22,5642,6538.267087,active,11.74432556,701,test@gmail.com,Delhi,DL,
1705,Sneha,02-09-24,Female,46204667,saving,,36132.95731,,786126,17327.93432,,03-29-21,6893,85850.41828,,9.046058829,677,invalid,Mumbai,,USA
1821,Sneha,09-05-20,M,53683574,,BR02,12079.38559,USD,989694,24928.68817,credit,07-24-20,5254,326882.2515,,9.454776831,332,,Pune,,India
1162,John ,07-22-20,M,72612095,saving,,72108.39603,INR,690348,11406.22942,credit,04-12-20,5207,12736.34587,closed,13.73672727,467,invalid,,,
1719,John ,09-16-22,,86802238,CUR,BR01,16927.24823,INR,371223,-143.7730326,credit,07-21-20,7497,31804.49809,,9.618344346,776,,,MH,USA
1956,John ,03-05-22,Female,38563971,,BR02,1149.357055,USD,763759,20223.16608,credit,06-19-22,5094,110539.4368,active,5.211922462,653,,Pune,,
1680,John ,10-20-20,Male,64351768,saving,BR01,52998.44447,,422870,39812.17306,debit,09-24-21,6883,256219.8844,active,7.274908909,539,,Mumbai,,USA
1995,Sneha,05-28-23,Female,81415950,current,,57499.12194,,455050,29840.73368,debit,09-10-22,7886,272951.2796,closed,9.756206143,669,,Delhi,,India
1160,Sneha,03-02-20,M,35793044,,BR01,86550.87143,INR,378676,10302.07196,CR,05-17-21,5477,17130.5614,,9.243962927,588,test@gmail.com,Delhi,,
1579,Alice,03-15-23,M,18329442,,,55583.0693,,575573,46131.38137,credit,01-01-22,7730,85183.62539,active,13.60370137,668,,,DL,USA
1800,Rahul,12-20-23,Female,66501560,CUR,,31275.48964,USD,143162,44732.45427,CR,09-02-22,5761,249852.8367,,10.42137509,456,,,DL,
1397,,08-27-21,Female,18831924,SAV,,79316.24756,,373497,2560.903963,DR,09-15-20,5189,296970.3105,active,11.89635742,514,test@gmail.com,,,
1276,Bob,10-19-23,M,49722995,SAV,BR02,51729.28378,,212313,-7634.944893,CR,06-12-21,7758,74200.84824,active,9.69323297,285,,Delhi,DL,USA
1815,Sneha,03-12-21,Male,13456653,CUR,,3324.429886,INR,128477,34478.5225,,12-08-23,6507,199420.706,active,9.396557341,622,,,,India
1915,Bob,06-09-20,,70186000,CUR,,54414.30883,,779930,39656.61568,debit,02-09-22,6756,452200.7183,,9.462866685,737,test@gmail.com,Delhi,DL,India
1503,Rahul,06-11-22,,78997670,CUR,,90341.94727,,186373,48071.87396,debit,06-29-23,6559,499449.6435,,9.109215697,508,test@gmail.com,Delhi,MH,
1895,Rahul,05-01-22,Female,40912354,SAV,BR01,36612.82568,,793464,43390.18365,credit,09-11-20,5755,493607.2274,closed,10.38583386,780,test@gmail.com,Mumbai,,
1391,Bob,07-09-21,,47516108,CUR,,26114.2092,,818730,26032.08609,credit,05-31-23,6446,440837.2551,active,7.504434018,272,,Mumbai,DL,
1134,Sneha,05-07-23,M,54181713,saving,,10064.29299,USD,628839,21803.14035,DR,12-08-20,5835,197330.044,,13.91055194,353,test@gmail.com,Mumbai,DL,
1194,Bob,12-24-22,M,14058848,,BR02,10901.7798,,168359,-8329.536924,DR,01-03-20,6663,343287.146,,8.330855481,490,test@gmail.com,,,
1400,Alice,03-18-20,Female,72201082,,,40441.00586,USD,548096,4799.386811,,03-19-23,6628,208296.1139,closed,6.475238342,502,,Delhi,DL,
1639,NULL,06-28-21,Female,10809178,current,,57546.38154,USD,243988,17576.8851,credit,03-14-21,6835,324263.5134,active,5.965504786,391,invalid,,DL,
1032,Sneha,08-19-21,Female,65109050,current,,3464.617543,INR,226150,27710.23401,credit,02-04-22,5132,154716.2355,,5.134229151,700,invalid,Delhi,,USA
1687,Sneha,11-04-21,Male,84042970,,,93654.70185,,573919,23435.11,DR,09-30-20,5054,303101.1268,,9.228560786,556,,Mumbai,MH,
1459,,02-28-22,,73391073,saving,,74289.02983,USD,796805,34558.15938,DR,03-26-23,5509,261879.2483,closed,6.876109885,749,,Mumbai,,USA
1954,John ,02-19-21,Female,51040759,SAV,BR01,56595.51142,,409780,6786.015853,DR,07-21-23,5669,12240.13291,,5.216479026,871,invalid,,,USA
1882,NULL,09-15-23,F,29339821,SAV,,81986.06045,USD,567143,23897.15646,debit,12-12-20,8612,395351.4519,,10.20019546,257,invalid,Delhi,DL,
1469,Rahul,07-12-23,F,44275469,saving,BR02,3419.609465,USD,916117,-4711.465397,CR,07-11-21,7457,5948.916123,active,11.79978549,318,test@gmail.com,,,India
1374,Sneha,07-23-23,M,99393763,SAV,,45068.08216,INR,937566,14819.93141,CR,10-09-20,8282,146577.9711,,5.857510509,824,,Pune,,India
1021,Bob,03-05-21,,38398068,CUR,BR01,61159.77832,,451060,35009.64998,credit,06-26-20,6689,2962.032727,,9.609207729,317,test@gmail.com,,MH,
1749,NULL,08-16-23,Female,76134855,,BR01,82008.55514,,207967,31604.05121,debit,03-13-23,6316,188100.7066,,12.43628679,657,,Mumbai,MH,
1669,,05-20-22,F,26530109,,BR01,77264.30381,USD,194455,49438.56423,DR,08-30-20,8034,31580.26408,active,14.85806821,767,invalid,Delhi,,
1037,Rahul,06-06-20,,33195170,saving,BR01,24092.27122,INR,883123,6673.467559,credit,09-29-21,5733,456755.4834,active,11.67190345,368,,Delhi,MH,
1229,John ,07-09-20,M,37965074,SAV,BR01,93792.4178,,561063,19891.35795,debit,09-05-23,8186,207839.6476,closed,7.448395508,280,test@gmail.com,,MH,
1364,John ,07-09-22,Male,44575901,current,BR02,8056.31335,,275405,9771.824826,,08-17-21,6693,229747.8874,active,12.1655364,767,,Mumbai,DL,USA
1562,,01-18-20,,82888141,current,,86889.02996,USD,339646,16436.18684,debit,09-23-23,5258,174925.118,closed,10.97929427,732,,Pune,MH,
1437,,11-07-23,,54324346,SAV,BR01,96948.72621,,289937,41417.00779,credit,10-30-22,8834,313753.0771,,7.117992886,456,,,MH,India
1775,Bob,12-29-21,Male,80001235,current,BR01,13601.11994,INR,572312,31052.54451,CR,07-24-23,6145,392204.0583,,13.51110826,828,,Delhi,,
1282,Sneha,02-20-22,,87309808,saving,,70816.93674,,936188,42946.47148,DR,09-16-22,5298,324073.3715,,9.274044272,636,test@gmail.com,Mumbai,DL,
1026,John ,12-10-23,M,56276888,saving,BR02,-770.0205283,,485007,2210.6665,,06-12-22,8846,374103.5592,,14.61977655,661,,Delhi,DL,
1225,Rahul,02-07-21,M,75257895,SAV,BR02,37569.39664,,161192,42401.66707,debit,07-22-22,8452,452986.8318,closed,12.22901007,619,,Delhi,,
1276,NULL,05-26-20,Male,60794649,current,,49209.74642,,291758,-6414.263549,credit,05-02-20,5560,431773.2658,active,11.44563155,602,test@gmail.com,Delhi,MH,
1797,Rahul,01-06-24,Female,20539669,saving,BR02,55967.74872,INR,935165,43315.95683,credit,03-28-20,6912,337029.2264,active,12.28352837,585,invalid,Delhi,,
1608,Alice,01-30-20,F,72670767,saving,,93273.41107,INR,335161,9744.426768,DR,08-25-23,6864,107318.9815,,9.780970188,538,,Pune,,
1283,Alice,04-29-23,Female,96708216,CUR,,65586.32217,USD,912425,8875.258005,credit,08-08-20,8572,318851.4255,,10.05226478,389,,Mumbai,DL,India
1878,,06-23-22,,57108178,CUR,,45534.18488,USD,785852,20725.3146,credit,11-29-21,5296,253041.5479,closed,13.51207385,549,,,MH,
1959,Bob,09-14-20,F,27292909,saving,,80015.87881,,776341,46441.41126,DR,12-24-20,7409,358609.6155,,11.80928537,262,,Mumbai,,India
1480,Alice,02-24-20,Male,29413938,SAV,BR01,94805.9462,INR,386287,-7133.118119,,09-10-20,7636,416465.8242,,13.97243325,677,test@gmail.com,Mumbai,,
1452,John ,01-19-23,Male,68149762,,BR01,-2683.054388,INR,815637,11133.8585,CR,05-14-23,8534,371360.7486,active,13.90826754,649,,Mumbai,MH,USA
1828,Rahul,12-04-21,F,27016233,,,98164.73359,USD,207044,41394.31932,CR,01-26-20,6461,423280.585,closed,14.76490034,358,test@gmail.com,,MH,India
1815,Rahul,03-11-22,M,60746642,saving,,4043.874602,,605173,13763.26865,debit,01-01-22,7174,31933.18667,,12.00214659,734,,Mumbai,MH,
1658,,07-03-22,F,87337555,saving,BR02,80510.61182,,281062,1949.413856,,11-24-20,5196,15810.01912,,10.02301718,605,,,,USA
1515,Sneha,01-06-20,,66043692,saving,,24435.14902,,752694,15487.65088,debit,12-13-20,7268,129250.2838,,6.663117002,398,invalid,,DL,India
1546,Sneha,02-20-21,M,44020414,SAV,BR02,8878.864064,USD,556104,13133.15009,CR,04-29-21,5994,450333.0421,active,12.0538056,556,invalid,Pune,DL,India
1191,NULL,11-18-21,Male,23907579,CUR,,41184.84217,INR,169351,44924.97209,DR,02-03-24,7138,411829.6255,,7.915777168,782,invalid,Delhi,,
1048,,11-25-21,F,82562038,saving,,62615.44084,USD,590588,35716.06254,credit,04-04-21,7458,341363.6489,,7.82947568,309,,,,
1511,NULL,01-01-21,Female,16124152,saving,BR01,34999.94373,USD,805359,20306.93334,CR,02-14-21,5007,350379.3337,,7.382877764,684,,Delhi,MH,India
1016,Sneha,11-28-21,Female,11164795,current,BR02,729.3678697,USD,334085,49302.234,,02-06-20,7591,363335.2346,,13.75122057,270,,Mumbai,,India
1171,,07-20-22,,53332370,SAV,,57943.41966,USD,858171,17916.65188,CR,12-02-21,7515,471301.3502,,13.67964447,631,,Delhi,,
1219,,03-02-22,Female,63009395,saving,,89752.34399,,598095,-6505.730151,,08-28-21,5319,416095.5762,,11.30970445,494,invalid,Delhi,DL,
1157,,07-15-20,F,90875917,current,,35237.61342,,170309,5736.459309,,05-09-21,6417,311695.1935,active,9.729809814,322,invalid,Delhi,MH,USA
1476,Sneha,03-04-23,F,79518245,,BR01,17714.94165,INR,786093,16164.22881,,09-08-23,7316,332857.7176,active,11.7211446,698,test@gmail.com,Mumbai,MH,
1045,NULL,04-09-23,Female,50580924,saving,BR02,41470.62132,USD,219156,-585.8425512,debit,08-30-20,8262,106870.131,closed,11.0722945,325,,Mumbai,,
1372,NULL,01-22-20,F,35086627,saving,BR02,78.08466012,,438144,46853.90758,DR,05-26-23,8932,328659.4126,,9.157342483,839,,,,
1517,,03-07-20,,21959207,current,,81151.19637,INR,541848,36010.93387,CR,08-10-20,6698,212339.5062,,8.796308675,639,test@gmail.com,,,
1098,Alice,08-26-23,M,67190864,SAV,BR02,81765.78515,USD,121576,6097.232026,DR,07-19-23,7108,76480.9353,closed,8.827943081,826,invalid,Pune,,
1891,Bob,11-06-22,,73881480,saving,,56740.04866,,627608,25448.27201,credit,10-12-20,6461,403201.4096,active,10.89133403,591,invalid,Mumbai,MH,USA
1744,Sneha,10-15-20,,63274943,,BR01,32075.80334,,766110,33286.94943,CR,09-20-21,6287,255123.5499,active,11.47669356,539,,Pune,DL,India
1036,Bob,05-16-21,F,30060832,saving,BR02,78977.25327,INR,727290,46476.73573,DR,01-08-22,7844,488712.5208,,9.517417535,817,,Mumbai,,India
1279,Bob,07-26-23,M,10077175,,,53242.1376,,284535,42898.12095,DR,12-11-21,6118,140839.6772,closed,14.6869145,580,invalid,Delhi,,
1348,NULL,06-09-23,F,21074355,CUR,,81722.8924,USD,126572,20911.53357,credit,07-24-21,5552,240335.0562,closed,5.83845718,508,test@gmail.com,Pune,DL,
1496,NULL,03-03-20,Male,95964888,CUR,,61303.17322,USD,380092,36479.15719,,12-07-21,7973,223997.7273,,8.47047026,675,test@gmail.com,Pune,DL,
1301,Alice,08-07-20,F,61689101,,BR02,77362.57469,USD,620114,23728.68523,CR,02-09-20,8541,60389.76122,,9.190746831,255,test@gmail.com,Pune,,
1180,Bob,09-21-20,F,29789002,SAV,BR01,57849.11429,,740816,23162.2334,CR,12-06-23,5660,213057.6394,closed,5.169213435,255,,Mumbai,DL,India
1606,Bob,05-22-22,F,60426676,saving,BR02,38484.81216,INR,794186,-3115.4825,credit,07-29-20,5715,143776.7282,active,8.649571877,440,,,DL,India
1098,,01-23-24,M,78667106,saving,BR02,95584.31529,,189051,-2431.740519,,04-17-22,7826,80160.23568,,7.737099172,397,,Pune,DL,India
1699,NULL,01-08-21,F,42648168,CUR,,51816.95161,INR,914299,21772.0169,CR,11-22-21,8585,141077.792,active,10.0603627,654,,,DL,
1992,Bob,09-16-20,M,90183226,,,58534.39945,,291303,6131.692699,CR,12-06-21,8761,116625.8456,,8.364105472,507,test@gmail.com,Mumbai,,USA
1115,Rahul,12-16-21,Female,59375565,saving,BR02,18151.20214,INR,846716,-8737.785852,CR,04-05-23,7241,367036.7655,closed,12.26182135,728,test@gmail.com,Pune,,USA
1190,Alice,04-24-23,Male,31725224,saving,,60693.33289,,881700,33370.35223,,01-08-24,7529,15387.58913,closed,10.09932495,339,,Mumbai,MH,
1252,Rahul,01-06-20,M,82554179,SAV,,55018.8032,USD,303305,-8050.804199,credit,12-27-22,8970,308731.374,,6.297622335,259,,,MH,
1980,Rahul,03-18-23,Female,18552442,current,,14408.03178,,406822,25716.61047,CR,07-28-20,8407,380330.671,closed,12.50061324,336,test@gmail.com,,,USA
1927,Sneha,01-01-24,M,19618395,CUR,,1256.645222,USD,993993,22351.62765,DR,12-04-23,6458,240361.7282,,5.992288961,400,,Pune,MH,
1982,Sneha,11-15-21,M,46566791,CUR,BR01,58457.72857,INR,899395,48128.88143,,06-05-20,8267,465782.49,active,13.39049168,874,,,MH,India
1160,Alice,12-04-21,Male,19714177,current,,75187.68828,USD,557576,19052.78836,debit,01-01-24,5854,353940.3476,active,14.31422194,279,,Delhi,,India
1255,Rahul,07-24-21,,59626984,saving,,49957.14395,,673722,-6183.913817,credit,12-07-22,8320,373961.8257,closed,8.224452902,377,,Delhi,MH,
1322,Bob,02-17-23,,86914300,SAV,BR01,18811.12566,USD,166617,23101.27807,DR,01-29-23,7545,98466.74372,closed,14.26142633,327,invalid,Pune,MH,India
1127,NULL,04-19-21,M,84313640,SAV,,64984.80755,,741857,40465.77024,CR,01-05-23,7259,388647.7879,,12.93008159,670,,Mumbai,,
1017,Alice,08-11-22,F,97094903,CUR,BR01,3411.101294,,831672,49810.95706,debit,03-16-22,5664,416047.368,,14.22435611,304,test@gmail.com,Mumbai,MH,
1792,,12-02-22,Female,15051646,SAV,BR02,41392.539,USD,983784,15820.59042,credit,07-15-22,7717,180633.1942,closed,11.66270137,729,test@gmail.com,Mumbai,DL,
1734,Rahul,07-06-23,F,80734518,current,,12153.50963,,966164,9217.92455,,08-05-22,8537,106681.534,closed,7.356440394,554,test@gmail.com,Delhi,,
1565,Alice,06-03-23,F,10285711,saving,BR01,14368.20036,INR,610874,44399.19782,debit,08-28-23,6897,192525.3396,active,13.94523237,795,test@gmail.com,,,USA
1569,John ,09-19-23,M,99164252,current,,16240.86466,,469792,1474.527745,debit,11-23-20,6674,369803.9845,closed,6.842650762,354,,Delhi,MH,
1322,John ,03-10-23,M,67244528,,BR01,35604.24099,,181494,26925.7349,DR,11-04-21,7268,208819.5029,,7.13060551,421,invalid,,,
1871,Sneha,04-16-21,M,27353135,CUR,,370.7715901,USD,844265,14342.86545,credit,05-05-22,5272,368325.9376,active,7.710629901,748,,Delhi,MH,
1685,NULL,05-22-22,M,24689949,SAV,BR02,36768.3113,INR,701513,-7535.058103,DR,03-16-20,6177,56782.27049,,8.042463115,271,,Mumbai,DL,USA
1791,Bob,09-20-23,,97217186,,BR01,48729.28195,INR,182867,10837.30846,DR,11-10-23,6272,403005.8552,,10.14479642,536,,Mumbai,,India
1625,NULL,08-12-20,M,86350218,SAV,BR02,45745.89992,,268600,5913.71135,CR,08-01-21,5278,126603.7408,,12.1345736,640,,Mumbai,,USA
1287,NULL,05-29-20,,43976813,saving,,35192.33054,USD,879957,31165.46924,,12-22-20,8511,124464.4939,active,14.26208174,866,test@gmail.com,Pune,,
1942,NULL,10-22-23,,61308081,saving,,83110.39385,INR,965404,46927.42986,debit,02-08-20,5815,295190.4826,,5.884375873,398,,Pune,,
1853,NULL,09-10-23,M,56597588,saving,,10259.3027,,558818,6082.831243,credit,11-03-22,5275,35059.02287,,14.54369362,521,,,MH,
1662,,05-19-22,Male,21059860,SAV,BR02,48098.1581,INR,982693,38687.95635,,09-29-21,6004,13148.86334,closed,14.21322967,548,,Pune,DL,USA
1961,,12-23-22,Female,14900164,,,1514.34878,USD,715036,-6678.410984,,09-10-23,7561,130514.3326,,5.539992922,421,,Delhi,,India
1638,Sneha,08-04-21,F,19909551,saving,BR01,2471.346282,USD,354265,22287.2606,credit,10-19-20,8159,269033.7754,active,8.603211377,296,invalid,Delhi,,India
1154,Alice,07-30-22,,91061139,,BR01,55255.91422,USD,619493,-5766.996177,,03-10-20,8870,453808.1931,active,13.1314339,875,invalid,,DL,
1489,John ,02-20-22,Female,16336356,SAV,,54431.93461,INR,264404,46041.97947,CR,06-12-23,5922,423217.5882,active,11.11576545,456,invalid,,DL,India
1385,NULL,06-04-22,Male,32456258,,BR02,87193.51885,,753817,35981.07683,,04-03-21,5641,245223.23,,12.79093943,702,test@gmail.com,Mumbai,DL,USA
1985,Sneha,12-12-20,F,94287147,SAV,BR02,53576.73594,INR,584353,29476.99467,CR,06-24-21,5504,18525.99685,,12.19033339,644,,Pune,DL,USA
1784,Alice,05-26-22,F,90813044,SAV,BR01,95778.05714,,364395,39433.7829,debit,06-28-20,7637,267626.3673,closed,9.967701131,550,test@gmail.com,Mumbai,DL,India
1103,John ,09-09-21,,10460796,CUR,,112.959082,USD,985540,28851.18773,debit,05-04-23,5771,352397.8,active,5.41218046,425,test@gmail.com,Pune,,
1928,Rahul,11-10-20,M,24503356,SAV,,5290.806902,,782387,48136.66383,DR,08-15-22,6264,169582.2663,,10.84268202,359,,Pune,MH,
